[0, 0, 0]
           0	           0
          77	         320
        6564	           0
        6599	         317
         185	        6535
         488	        6481
        6718	        6498
        6753	        6183
        1060	        1253
        1288	        1040
        1407	        5375
        1400	        5073
        5611	        5275
        5437	        5521
        5217	        1046
        5120	        1367

[1, 0, 0]
          24	           4
          70	         316
        6562	          -6
        6592	         313
         178	        6539
         486	        6486
        6687	        6532
        6768	        6239
         888	        1266
        1287	        1383
        1606	        5373
        1571	        5073
        5718	        5115
        5420	        5219
        4973	        1059
        4914	        1371

[2, 0, 0]
          27	          -1
          71	         311
        6558	          -1
        6589	         311
         183	        6547
         484	        6486
        6657	        6503
        6720	        6206
        1013	        1666
        1186	        1490
        1820	        5359
        1803	        5053
        5611	        4825
        5426	        5009
        4731	        1027
        4727	        1337

[3, 0, 0]
          22	           0
          66	         313
        6562	           0
        6591	         314
         183	        6537
         488	        6490
        6665	        6526
        6771	        6240
        1130	        1959
        1277	        1728
        2040	        5399
        2043	        5088
        5591	        4585
        5395	        4801
        4540	        1048
        4547	        1346

[4, 0, 0]
          27	           5
          68	         318
        6562	          -4
        6593	         309
         179	        6536
         484	        6489
        6654	        6503
        6727	        6197
        1133	        2171
        1416	        2098
        2255	        5421
        2252	        5133
        5532	        4349
        5248	        4463
        4309	        1034
        4302	        1337

[5, 0, 0]
          32	           8
          64	         318
        6555	          -3
        6601	         307
         179	        6530
         482	        6494
        6588	        6402
        6570	        6086
        1066	        2389
        1365	        2362
        2469	        5328
        2437	        5052
        5503	        4091
        5176	        4074
        4047	         920
        4035	        1223

[6, 0, 0]
          26	           8
          66	         320
        6555	          -2
        6604	         307
         179	        6527
         482	        6493
        6333	        6270
        6502	        6015
         944	        2609
        1265	        2644
        2649	        5303
        2606	        5007
        5360	        3805
        5060	        3765
        3787	         837
        3659	        1039

[7, 0, 0]
          32	          15
          66	         326
        6555	          -6
        6608	         302
         174	        6528
         477	        6489
        6346	        6302
        6501	        6045
        1003	        2894
        1300	        2928
        2874	        5284
        2672	        5460
        5391	        3548
        5281	        3762
        3597	         835
        3604	        1206

[8, 0, 0]
          35	          15
          62	         320
        6558	          -7
        6602	         306
         176	        6529
         480	        6490
        6554	        6469
        6553	        6167
        1187	        3033
        1391	        3173
        3028	        5596
        3149	        5380
        5642	        3595
        5319	        3561
        3496	        1024
        3424	        1297

[9, 0, 0]
          32	           7
          60	         316
        6557	          -2
        6600	         309
         180	        6531
         484	        6491
        6634	        6486
        6578	        6174
        1138	        3259
        1399	        3348
        3284	        5444
        3518	        5473
        5570	        3381
        5253	        3320
        3220	        1013
        3149	        1290

[10, 0, 0]
          36	           9
          54	         314
        6556	          -2
        6601	         310
         181	        6532
         485	        6490
        6665	        6476
        6600	        6171
        1118	        3458
        1416	        3495
        3639	        5554
        3533	        5267
        5638	        3115
        5354	        3136
        3011	         997
        2949	        1271

